id,decision,score,category,family,question,correct_answer,reasons
q5643,KEEP,1.5,Sanat & Edebiyat,art,Aida adlı klasik müzik eserinin bestecisi kimdir?,Giuseppe Verdi,açıklama çoğunlukla cevabı tekrar ediyor
q5647,KEEP,1.5,Sanat & Edebiyat,art,Mavi Tuna adlı klasik müzik eserinin bestecisi kimdir?,Johann Strauss II,açıklama çoğunlukla cevabı tekrar ediyor
q5651,KEEP,1.5,Sanat & Edebiyat,art,Kuğu Gölü adlı klasik müzik eserinin bestecisi kimdir?,Pyotr İlyiç Çaykovski,açıklama çoğunlukla cevabı tekrar ediyor
q5654,KEEP,1.5,Sanat & Edebiyat,art,Şehrazat adlı klasik müzik eserinin bestecisi kimdir?,Nikolay Rimski-Korsakov,açıklama çoğunlukla cevabı tekrar ediyor
q5656,KEEP,1.5,Sanat & Edebiyat,art,Peer Gynt adlı klasik müzik eserinin bestecisi kimdir?,Edvard Grieg,açıklama çoğunlukla cevabı tekrar ediyor
q5660,KEEP,1.5,Sanat & Edebiyat,art,Finlandia adlı klasik müzik eserinin bestecisi kimdir?,Jean Sibelius,açıklama çoğunlukla cevabı tekrar ediyor
q5661,KEEP,1.5,Sanat & Edebiyat,art,Vltava adlı klasik müzik eserinin bestecisi kimdir?,Bedřich Smetana,açıklama çoğunlukla cevabı tekrar ediyor
q5662,KEEP,1.5,Sanat & Edebiyat,art,Carmen adlı klasik müzik eserinin bestecisi kimdir?,Georges Bizet,açıklama çoğunlukla cevabı tekrar ediyor
q5663,KEEP,1.5,Sanat & Edebiyat,art,Boléro adlı klasik müzik eserinin bestecisi kimdir?,Maurice Ravel,açıklama çoğunlukla cevabı tekrar ediyor
q5665,KEEP,1.5,Sanat & Edebiyat,art,Clair de Lune adlı klasik müzik eserinin bestecisi kimdir?,Claude Debussy,açıklama çoğunlukla cevabı tekrar ediyor
q5666,KEEP,1.5,Sanat & Edebiyat,art,La Mer adlı klasik müzik eserinin bestecisi kimdir?,Claude Debussy,açıklama çoğunlukla cevabı tekrar ediyor
q5668,KEEP,1.5,Sanat & Edebiyat,art,Ateş Kuşu adlı klasik müzik eserinin bestecisi kimdir?,Igor Stravinski,açıklama çoğunlukla cevabı tekrar ediyor
q5672,KEEP,1.5,Sanat & Edebiyat,art,Carmina Burana adlı klasik müzik eserinin bestecisi kimdir?,Carl Orff,açıklama çoğunlukla cevabı tekrar ediyor
q5674,KEEP,1.5,Sanat & Edebiyat,art,Peter ve Kurt adlı klasik müzik eserinin bestecisi kimdir?,Sergey Prokofyev,açıklama çoğunlukla cevabı tekrar ediyor
q5676,KEEP,1.5,Sanat & Edebiyat,art,Gayane adlı klasik müzik eserinin bestecisi kimdir?,Aram Haçaturyan,açıklama çoğunlukla cevabı tekrar ediyor
q5677,KEEP,1.5,Sanat & Edebiyat,art,Spartaküs adlı klasik müzik eserinin bestecisi kimdir?,Aram Haçaturyan,açıklama çoğunlukla cevabı tekrar ediyor
q5965,KEEP,1.5,Spor,venue,Celtic Park hangi şehirde bulunur?,Glasgow,
q5972,KEEP,1.5,Spor,venue,Fenway Park hangi şehirde bulunur?,Boston,
q6004,KEEP,1.5,Spor,venue,Ellis Park hangi şehirde bulunur?,Johannesburg,
q6831,KEEP,1.5,Bilim & Doğa,science,İskelet sistemi içinde yer alan ve ön kolun serçe parmak tarafında bulunan yapı hangisidir?,Ulna,
q6855,KEEP,1.5,Bilim & Doğa,science,Solunum sistemi içinde yer alan ve akciğerlerin uç hava keseciklerinde bulunan yapı hangisidir?,Alveoller,
q13505,KEEP,1.5,Tarih,history,Artemis I görevinin fırlatılması olayının temel sonucu veya tarihsel önemi hangisidir?,Ay çevresine insansız Orion uçuşuyla Artemis programının ilk bütünleşik testinin yapılması,seri tarihsel önem sorusu
q13536,KEEP,1.5,Tarih,history,2024 Nobel Kimya Ödülü olayının temel sonucu veya tarihsel önemi hangisidir?,Hesaplamalı protein tasarımı ve protein yapı tahmininin ödüllendirilmesi,seri tarihsel önem sorusu
q13557,KEEP,1.5,Tarih,history,Haiti depremi olayının temel sonucu veya tarihsel önemi hangisidir?,Başkent çevresinde ağır can kaybı ve altyapı yıkımı yaşanması,seri tarihsel önem sorusu
q13572,KEEP,1.5,Tarih,history,2024 Nobel Fizik Ödülü olayının temel sonucu veya tarihsel önemi hangisidir?,Yapay sinir ağlarıyla makine öğrenmesini mümkün kılan temel keşiflerin ödüllendirilmesi,seri tarihsel önem sorusu
q14525,KEEP,1.5,Tarih,history,Fukuşima Daiichi nükleer kazası olayının temel sonucu veya tarihsel önemi hangisidir?,Deprem ve tsunaminin ardından ciddi nükleer reaktör kazalarının yaşanması,seri tarihsel önem sorusu
q15462,KEEP,1.5,Tarih,history,Kahramanmaraş merkezli depremler olayının temel sonucu veya tarihsel önemi hangisidir?,Geniş bir bölgede ağır can kaybı ve yıkım meydana gelmesi,seri tarihsel önem sorusu
q15523,KEEP,1.5,Tarih,history,Expo 2025 Osaka’nın açılması olayının temel sonucu veya tarihsel önemi hangisidir?,Dünya fuarının “Designing Future Society for Our Lives” temasıyla başlaması,seri tarihsel önem sorusu
q15578,KEEP,1.5,Tarih,history,DART aracının Dimorphos’a çarpması olayının temel sonucu veya tarihsel önemi hangisidir?,Bir gökcisminin yörüngesini değiştirmeye yönelik ilk gezegen savunma testinin yapılması,seri tarihsel önem sorusu
q16467,KEEP,1.5,Tarih,history,İnsan Genomu Projesinin tamamlanması olayının temel sonucu veya tarihsel önemi hangisidir?,İnsan genomunun referans dizisinin büyük ölçüde tamamlanması,seri tarihsel önem sorusu
q16520,KEEP,1.5,Tarih,history,İsveç’in NATO’ya katılması olayının temel sonucu veya tarihsel önemi hangisidir?,İsveç’in ittifakın 32. üyesi olması,seri tarihsel önem sorusu
q16567,KEEP,1.5,Tarih,history,YouTube’un kurulması olayının temel sonucu veya tarihsel önemi hangisidir?,Çevrim içi video paylaşım platformunun faaliyete başlaması,seri tarihsel önem sorusu
q17469,KEEP,1.5,Tarih,history,Beyrut Limanı patlaması olayının temel sonucu veya tarihsel önemi hangisidir?,Liman çevresinde büyük can kaybı ve kent çapında hasar meydana gelmesi,seri tarihsel önem sorusu
q17512,KEEP,1.5,Tarih,history,11 Eylül saldırıları olayının temel sonucu veya tarihsel önemi hangisidir?,New York ve Washington çevresindeki hedeflere koordineli terör saldırıları düzenlenmesi,seri tarihsel önem sorusu
q17564,KEEP,1.5,Tarih,history,2025 Nobel Barış Ödülü olayının temel sonucu veya tarihsel önemi hangisidir?,Venezuela’da demokratik haklar için yürütülen çalışmaların ödüllendirilmesi,seri tarihsel önem sorusu
q18530,KEEP,1.5,Tarih,history,Chandrayaan-3’ün Ay’a inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Hindistan’ın Ay yüzeyine kontrollü iniş yapan dördüncü ülke olması,seri tarihsel önem sorusu
q18558,KEEP,1.5,Tarih,history,Gelecek İçin Pakt’ın kabul edilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,"Çok taraflı iş birliği, dijital yönetişim ve gelecek kuşaklara ilişkin yeni taahhütlerin benimsenmesi",seri tarihsel önem sorusu
q19503,KEEP,1.5,Tarih,history,Tayland mağara kurtarma operasyonu olayının temel sonucu veya tarihsel önemi hangisidir?,Mahsur kalan genç futbol takımı üyelerinin tamamının kurtarılması,seri tarihsel önem sorusu
q19538,KEEP,1.5,Tarih,history,Uzay Mekiği programının son görevi olayının temel sonucu veya tarihsel önemi hangisidir?,Atlantis’in STS-135 uçuşuyla Uzay Mekiği programının sona ermesi,seri tarihsel önem sorusu
q19611,KEEP,1.5,Tarih,history,Haiyan Tayfunu olayının temel sonucu veya tarihsel önemi hangisidir?,Şiddetli tayfunun geniş çaplı insani krize yol açması,seri tarihsel önem sorusu
q21544,KEEP,1.5,Tarih,history,2025 Nobel Edebiyat Ödülü olayının temel sonucu veya tarihsel önemi hangisidir?,Macar yazarın vizyoner edebî külliyatının ödüllendirilmesi,seri tarihsel önem sorusu
q21560,KEEP,1.5,Tarih,history,Columbia uzay mekiği kazası olayının temel sonucu veya tarihsel önemi hangisidir?,Uzay mekiğinin atmosfere dönüş sırasında parçalanması,seri tarihsel önem sorusu
q21561,KEEP,1.5,Tarih,history,Deepwater Horizon petrol sızıntısı olayının temel sonucu veya tarihsel önemi hangisidir?,Deniz ortamında büyük ölçekli petrol kirliliği meydana gelmesi,seri tarihsel önem sorusu
q22585,KEEP,1.5,Tarih,history,İlk iPhone’un tanıtılması olayının temel sonucu veya tarihsel önemi hangisidir?,Dokunmatik ekran merkezli akıllı telefon çağının hızlanması,seri tarihsel önem sorusu
q22617,KEEP,1.5,Tarih,history,Hint Okyanusu depremi ve tsunamisi olayının temel sonucu veya tarihsel önemi hangisidir?,Çok sayıda ülkede büyük can kaybı ve yıkıma yol açan tsunami felaketi,seri tarihsel önem sorusu
q23425,KEEP,1.5,Tarih,year,Boston Çay Partisi hangi yılda gerçekleşti?,1773,
q24197,KEEP,1.5,Tarih,year,Verdun Antlaşması hangi yılda gerçekleşti?,843,
q24397,KEEP,1.5,Tarih,year,Jül Sezar suikastı hangi yılda gerçekleşti?,MÖ 44,
q24506,KEEP,1.5,Tarih,year,Jön Türk Devrimi hangi yılda gerçekleşti?,1908,
q26262,KEEP,1.5,Tarih,year,Kadıköy Konsili hangi yılda gerçekleşti?,451,
q27279,KEEP,1.5,Tarih,year,Peloponez Savaşı’nın başlaması hangi yılda gerçekleşti?,MÖ 431,
q28053,KEEP,1.5,Tarih,year,Büyük İskender’in Mısır’a girişi hangi yılda gerçekleşti?,MÖ 332,
q29735,KEEP,1.5,Tarih,year,Selanik Fermanı hangi yılda gerçekleşti?,380,
q31017,KEEP,1.5,Tarih,year,Salamis Deniz Muharebesi hangi yılda gerçekleşti?,MÖ 480,
q31107,KEEP,1.5,Tarih,year,Maurya İmparatorluğu’nun kurulması hangi yılda gerçekleşti?,MÖ 322,
q32232,KEEP,1.5,Tarih,year,Talas Muharebesi hangi yılda gerçekleşti?,751,
q5340,REWRITE,5.5,Eğlence,creator,Gomorrah dizisinin yaratıcısı veya yaratıcıları kimdir?,Roberto Saviano,aynı soru ailesi gereğinden fazla tekrar ediyor
q5342,REWRITE,5.5,Eğlence,creator,Lupin dizisinin yaratıcısı veya yaratıcıları kimdir?,George Kay ve François Uzan,aynı soru ailesi gereğinden fazla tekrar ediyor
q5343,REWRITE,5.5,Eğlence,creator,The Bureau dizisinin yaratıcısı veya yaratıcıları kimdir?,Éric Rochant,aynı soru ailesi gereğinden fazla tekrar ediyor
q3639,REWRITE,5.0,Sanat & Edebiyat,author,Duygusal Eğitim adlı eserin yazarı kimdir?,Gustave Flaubert,aynı doğru cevap gereğinden fazla tekrar ediyor
q628,REWRITE,4.5,Eğlence,director,John G. Avildsen tarafından yönetilen film hangisidir?,Rocky,açıklama çoğunlukla cevabı tekrar ediyor | aynı soru ailesi gereğinden fazla tekrar ediyor
q697,REWRITE,4.5,Eğlence,director,Quentin Tarantino tarafından yönetilen film hangisidir?,Ucuz Roman,açıklama çoğunlukla cevabı tekrar ediyor | aynı soru ailesi gereğinden fazla tekrar ediyor
q723,REWRITE,4.5,Eğlence,director,John Lasseter tarafından yönetilen film hangisidir?,Oyuncak Hikâyesi,açıklama çoğunlukla cevabı tekrar ediyor | aynı soru ailesi gereğinden fazla tekrar ediyor
q5295,REWRITE,4.5,Eğlence,creator,30 Rock dizisinin yaratıcısı veya yaratıcıları kimdir?,Tina Fey,doğru seçenek uzunluğuyla ayrışıyor | aynı soru ailesi gereğinden fazla tekrar ediyor
q5339,REWRITE,4.5,Eğlence,creator,Spiral dizisinin yaratıcısı veya yaratıcıları kimdir?,Alexandra Clert ve Guy-Patrick Sainderichin,doğru seçenek uzunluğuyla ayrışıyor | aynı soru ailesi gereğinden fazla tekrar ediyor
q6015,REWRITE,4.5,Spor,sport,Maracanã hangi ülkede bulunur?,Brezilya,aynı doğru cevap gereğinden fazla tekrar ediyor
q24442,REWRITE,4.5,Sanat & Edebiyat,author,Huzur eserinin yazarı kimdir?,Ahmet Hamdi Tanpınar,aynı soru ailesi gereğinden fazla tekrar ediyor
q24480,REWRITE,4.5,Sanat & Edebiyat,author,Yabancı eserinin yazarı kimdir?,Albert Camus,aynı soru ailesi gereğinden fazla tekrar ediyor
q24515,REWRITE,4.5,Sanat & Edebiyat,author,Zehra eserinin yazarı kimdir?,Nabizade Nâzım,aynı soru ailesi gereğinden fazla tekrar ediyor
q24526,REWRITE,4.5,Sanat & Edebiyat,author,Eylül eserinin yazarı kimdir?,Mehmet Rauf,aynı soru ailesi gereğinden fazla tekrar ediyor
q24600,REWRITE,4.5,Sanat & Edebiyat,author,Sinekli Bakkal eserinin yazarı kimdir?,Halide Edib Adıvar,aynı soru ailesi gereğinden fazla tekrar ediyor
q24702,REWRITE,4.5,Sanat & Edebiyat,author,Mesnevi eserinin yazarı kimdir?,Mevlânâ Celâleddîn-i Rûmî,aynı soru ailesi gereğinden fazla tekrar ediyor
q24820,REWRITE,4.5,Sanat & Edebiyat,author,Çalıkuşu eserinin yazarı kimdir?,Reşat Nuri Güntekin,aynı soru ailesi gereğinden fazla tekrar ediyor
q24900,REWRITE,4.5,Sanat & Edebiyat,author,Tehlikeli Oyunlar eserinin yazarı kimdir?,Oğuz Atay,aynı soru ailesi gereğinden fazla tekrar ediyor
q24920,REWRITE,4.5,Sanat & Edebiyat,author,Sineklerin Tanrısı eserinin yazarı kimdir?,William Golding,aynı soru ailesi gereğinden fazla tekrar ediyor
q24955,REWRITE,4.5,Sanat & Edebiyat,author,Cesur Yeni Dünya eserinin yazarı kimdir?,Aldous Huxley,aynı soru ailesi gereğinden fazla tekrar ediyor
q24992,REWRITE,4.5,Sanat & Edebiyat,author,Gölgesizler eserinin yazarı kimdir?,Hasan Ali Toptaş,aynı soru ailesi gereğinden fazla tekrar ediyor
q25131,REWRITE,4.5,Sanat & Edebiyat,author,Günden Kalanlar eserinin yazarı kimdir?,Kazuo Ishiguro,aynı soru ailesi gereğinden fazla tekrar ediyor
q25181,REWRITE,4.5,Sanat & Edebiyat,author,Karanlığın Sol Eli eserinin yazarı kimdir?,Ursula K. Le Guin,aynı soru ailesi gereğinden fazla tekrar ediyor
q25282,REWRITE,4.5,Sanat & Edebiyat,author,Zaman Makinesi eserinin yazarı kimdir?,H. G. Wells,aynı soru ailesi gereğinden fazla tekrar ediyor
q25569,REWRITE,4.5,Sanat & Edebiyat,author,Serenad eserinin yazarı kimdir?,Zülfü Livaneli,aynı soru ailesi gereğinden fazla tekrar ediyor
q25607,REWRITE,4.5,Sanat & Edebiyat,author,Ayaşlı ve Kiracıları eserinin yazarı kimdir?,Memduh Şevket Esendal,aynı soru ailesi gereğinden fazla tekrar ediyor
q25672,REWRITE,4.5,Sanat & Edebiyat,author,Deniz Feneri eserinin yazarı kimdir?,Virginia Woolf,aynı soru ailesi gereğinden fazla tekrar ediyor
q25720,REWRITE,4.5,Sanat & Edebiyat,author,Dokuzuncu Hariciye Koğuşu eserinin yazarı kimdir?,Peyami Safa,aynı soru ailesi gereğinden fazla tekrar ediyor
q25979,REWRITE,4.5,Sanat & Edebiyat,author,Peri Kraliçesi eserinin yazarı kimdir?,Edmund Spenser,aynı soru ailesi gereğinden fazla tekrar ediyor
q26019,REWRITE,4.5,Sanat & Edebiyat,author,İngiliz Hasta eserinin yazarı kimdir?,Michael Ondaatje,aynı soru ailesi gereğinden fazla tekrar ediyor
q26077,REWRITE,4.5,Sanat & Edebiyat,author,Aşk eserinin yazarı kimdir?,Elif Şafak,aynı soru ailesi gereğinden fazla tekrar ediyor
q26328,REWRITE,4.5,Sanat & Edebiyat,author,Hükümdar eserinin yazarı kimdir?,Niccolò Machiavelli,aynı soru ailesi gereğinden fazla tekrar ediyor
q26341,REWRITE,4.5,Sanat & Edebiyat,author,Karanlığın Yüreği eserinin yazarı kimdir?,Joseph Conrad,aynı soru ailesi gereğinden fazla tekrar ediyor
q26445,REWRITE,4.5,Sanat & Edebiyat,author,Fatih-Harbiye eserinin yazarı kimdir?,Peyami Safa,aynı soru ailesi gereğinden fazla tekrar ediyor
q26455,REWRITE,4.5,Sanat & Edebiyat,author,Kiralık Konak eserinin yazarı kimdir?,Yakup Kadri Karaosmanoğlu,aynı soru ailesi gereğinden fazla tekrar ediyor
q26787,REWRITE,4.5,Sanat & Edebiyat,author,Ölmeye Yatmak eserinin yazarı kimdir?,Adalet Ağaoğlu,aynı soru ailesi gereğinden fazla tekrar ediyor
q26900,REWRITE,4.5,Sanat & Edebiyat,author,Gülün Adı eserinin yazarı kimdir?,Umberto Eco,aynı soru ailesi gereğinden fazla tekrar ediyor
q26939,REWRITE,4.5,Sanat & Edebiyat,author,Son Mohikan eserinin yazarı kimdir?,James Fenimore Cooper,aynı soru ailesi gereğinden fazla tekrar ediyor
q27016,REWRITE,4.5,Sanat & Edebiyat,author,Muhakemetü’l-Lügateyn eserinin yazarı kimdir?,Ali Şîr Nevâî,aynı soru ailesi gereğinden fazla tekrar ediyor
q27017,REWRITE,4.5,Sanat & Edebiyat,author,Fırtına eserinin yazarı kimdir?,William Shakespeare,aynı soru ailesi gereğinden fazla tekrar ediyor
q27297,REWRITE,4.5,Sanat & Edebiyat,author,Mezbaha No. 5 eserinin yazarı kimdir?,Kurt Vonnegut,aynı soru ailesi gereğinden fazla tekrar ediyor
q27359,REWRITE,4.5,Sanat & Edebiyat,author,Çarmıh Yolcusu eserinin yazarı kimdir?,John Bunyan,aynı soru ailesi gereğinden fazla tekrar ediyor
q27628,REWRITE,4.5,Sanat & Edebiyat,author,Saatleri Ayarlama Enstitüsü eserinin yazarı kimdir?,Ahmet Hamdi Tanpınar,aynı soru ailesi gereğinden fazla tekrar ediyor
q27652,REWRITE,4.5,Sanat & Edebiyat,author,Canterbury Hikâyeleri eserinin yazarı kimdir?,Geoffrey Chaucer,aynı soru ailesi gereğinden fazla tekrar ediyor
q27664,REWRITE,4.5,Sanat & Edebiyat,author,Beowulf eserinin yazarı kimdir?,Anonim,aynı soru ailesi gereğinden fazla tekrar ediyor
q27751,REWRITE,4.5,Sanat & Edebiyat,author,The Sympathizer eserinin yazarı kimdir?,Viet Thanh Nguyen,aynı soru ailesi gereğinden fazla tekrar ediyor
q27903,REWRITE,4.5,Sanat & Edebiyat,author,Kutadgu Bilig eserinin yazarı kimdir?,Yusuf Has Hacib,aynı soru ailesi gereğinden fazla tekrar ediyor
q27986,REWRITE,4.5,Sanat & Edebiyat,author,Kuyucaklı Yusuf eserinin yazarı kimdir?,Sabahattin Ali,aynı soru ailesi gereğinden fazla tekrar ediyor
q28434,REWRITE,4.5,Sanat & Edebiyat,author,Lüzumsuz Adam eserinin yazarı kimdir?,Sait Faik Abasıyanık,aynı soru ailesi gereğinden fazla tekrar ediyor
q28474,REWRITE,4.5,Sanat & Edebiyat,author,Dorian Gray’in Portresi eserinin yazarı kimdir?,Oscar Wilde,aynı soru ailesi gereğinden fazla tekrar ediyor
q28728,REWRITE,4.5,Sanat & Edebiyat,author,Semaver eserinin yazarı kimdir?,Sait Faik Abasıyanık,aynı soru ailesi gereğinden fazla tekrar ediyor
q28781,REWRITE,4.5,Sanat & Edebiyat,author,Bir Düğün Gecesi eserinin yazarı kimdir?,Adalet Ağaoğlu,aynı soru ailesi gereğinden fazla tekrar ediyor
q28799,REWRITE,4.5,Sanat & Edebiyat,author,Wolf Hall eserinin yazarı kimdir?,Hilary Mantel,aynı soru ailesi gereğinden fazla tekrar ediyor
q28947,REWRITE,4.5,Sanat & Edebiyat,author,İntibah eserinin yazarı kimdir?,Namık Kemal,aynı soru ailesi gereğinden fazla tekrar ediyor
q29104,REWRITE,4.5,Sanat & Edebiyat,author,Taaşşuk-ı Talat ve Fitnat eserinin yazarı kimdir?,Şemsettin Sami,aynı soru ailesi gereğinden fazla tekrar ediyor
q29139,REWRITE,4.5,Sanat & Edebiyat,author,Yılanların Öcü eserinin yazarı kimdir?,Fakir Baykurt,aynı soru ailesi gereğinden fazla tekrar ediyor
q29388,REWRITE,4.5,Sanat & Edebiyat,author,Devlet Ana eserinin yazarı kimdir?,Kemal Tahir,aynı soru ailesi gereğinden fazla tekrar ediyor
q29541,REWRITE,4.5,Sanat & Edebiyat,author,Tutunamayanlar eserinin yazarı kimdir?,Oğuz Atay,aynı soru ailesi gereğinden fazla tekrar ediyor
q29568,REWRITE,4.5,Sanat & Edebiyat,author,Mutluluk eserinin yazarı kimdir?,Zülfü Livaneli,aynı soru ailesi gereğinden fazla tekrar ediyor
q29587,REWRITE,4.5,Sanat & Edebiyat,author,Aşk-ı Memnu eserinin yazarı kimdir?,Halit Ziya Uşaklıgil,aynı soru ailesi gereğinden fazla tekrar ediyor
q29588,REWRITE,4.5,Sanat & Edebiyat,author,Vahşetin Çağrısı eserinin yazarı kimdir?,Jack London,aynı soru ailesi gereğinden fazla tekrar ediyor
q29603,REWRITE,4.5,Sanat & Edebiyat,author,A Visit from the Goon Squad eserinin yazarı kimdir?,Jennifer Egan,aynı soru ailesi gereğinden fazla tekrar ediyor
q30042,REWRITE,4.5,Sanat & Edebiyat,author,Teneke Trampet eserinin yazarı kimdir?,Günter Grass,aynı soru ailesi gereğinden fazla tekrar ediyor
q30085,REWRITE,4.5,Sanat & Edebiyat,author,Jane Eyre eserinin yazarı kimdir?,Charlotte Brontë,aynı soru ailesi gereğinden fazla tekrar ediyor
q30127,REWRITE,4.5,Sanat & Edebiyat,author,Dönüşüm eserinin yazarı kimdir?,Franz Kafka,aynı soru ailesi gereğinden fazla tekrar ediyor
q30182,REWRITE,4.5,Sanat & Edebiyat,author,Kötülük Çiçekleri eserinin yazarı kimdir?,Charles Baudelaire,aynı soru ailesi gereğinden fazla tekrar ediyor
q30201,REWRITE,4.5,Sanat & Edebiyat,author,Aylak Adam eserinin yazarı kimdir?,Yusuf Atılgan,aynı soru ailesi gereğinden fazla tekrar ediyor
