BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q27448	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir basketbol takımı 5 iki sayılık, 0 üç sayılık ve 0 serbest atış isabeti bulursa toplam kaç sayı üretir?
q27449	Bilim & Doğa	sayısal seçenekler	110 volt gerilim altında 0.5 amper çeken bir aygıtın elektrik gücü kaç wattır?
q27452	Coğrafya	işlem işareti	Liechtenstein ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27453	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 60 dörtlük vuruş hızında 5/4 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?
q27454	Eğlence	sayısal seçenekler	4 adil altı yüzlü zar birlikte atıldığında toplamın 24 olmasını sağlayan kaç sıralı sonuç vardır?
q27455	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 500 bazın 100 tanesi adenin ise sitozin bazı kaç tanedir?
q27456	Coğrafya	işlem işareti; sayısal seçenekler	ISO 3166-1 sayısal kodlamasında Mikronezya hangi kodla gösterilir?
q27457	Spor	sayısal seçenekler	Bir futbol takımının attığı gol 55, yediği gol 55 ise gol averajı kaçtır?
q27458	Coğrafya	işlem işareti	Belarus ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27459	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	250 metrelik velodromda 30000 metre yarışan bisikletçi kaç tur tamamlar?
q27461	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir basketbol takımı 5 iki sayılık, 7 üç sayılık ve 15 serbest atış isabeti bulursa toplam kaç sayı üretir?
q27462	Eğlence	aritmetik/ölçü kalıbı: toplam kac; işlem işareti; sayısal seçenekler	11×11 kareli dama desenli bir tahtada toplam kaç kare hücre vardır?
q27463	Bilim & Doğa	sayısal seçenekler	9 volt gerilim altında 1 amper çeken bir aygıtın elektrik gücü kaç wattır?
q27466	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 180 dörtlük vuruş hızında 3/4 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?
q27468	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 160 dörtlük vuruş hızında 6/8 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?
q27469	Bilim & Doğa	sayısal seçenekler	Atom numarası 58, kütle numarası 121 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27471	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 100 dörtlük vuruş hızında 6/8 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?
q27476	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 5 dizeden oluşan 18 adet limerick toplam kaç dize içerir?
q27477	Bilim & Doğa	sayısal seçenekler	48 volt gerilim 4 ohmluk dirence uygulanırsa akım kaç amper olur?
q27478	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	60 cm genişliğinde ve 100 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27483	Coğrafya	işlem işareti; sayısal seçenekler	ISO 3166-1 sayısal kodlamasında Yemen hangi kodla gösterilir?
q27484	Eğlence	işlem işareti; sayısal seçenekler	29×29 kareli ve sol alt karesi koyu olan dönüşümlü renkli bir tahtada koyu kare sayısı kaçtır?
q27488	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 144 dörtlük vuruş hızında 6/8 ölçülü 15 ölçülük bölüm yaklaşık kaç saniye sürer?
q27489	Eğlence	sayısal seçenekler	3 tam nota süresi eşit olarak 2'lik nota değerlerine bölünürse kaç nota elde edilir?
q27490	Bilim & Doğa	sayısal seçenekler	Atom numarası 69, kütle numarası 138 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27491	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	250 metrelik velodromda 1000 metre yarışan bisikletçi kaç tur tamamlar?
q27492	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 4/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?
q27493	Bilim & Doğa	sayısal seçenekler	12 volt gerilim altında 5 amper çeken bir aygıtın elektrik gücü kaç wattır?
q27494	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	40 cm genişliğinde ve 40 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27501	Spor	sayısal seçenekler	Bir futbol takımı 1 galibiyet, 0 beraberlik ve 6 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27502	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 100 dörtlük vuruş hızında 6/8 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?
q27506	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 4/4 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?
q27510	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 60 dörtlük vuruş hızında 3/4 ölçülü 14 ölçülük bölüm yaklaşık kaç saniye sürer?
q27515	Coğrafya	işlem işareti	ISO 3166-1 standardında Nepal için kullanılan iki harfli ülke kodu hangisidir?
q27516	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 180 dörtlük vuruş hızında 2/4 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?
q27517	Bilim & Doğa	sayısal seçenekler	Direnci 20 ohm olan bir iletkenden 1.5 amper akım geçerse uçlarındaki gerilim kaç volttur?
q27518	Coğrafya	işlem işareti	ISO 3166-1 standardında Antigua ve Barbuda için kullanılan iki harfli ülke kodu hangisidir?
q27520	Spor	sayısal seçenekler	Bir futbol takımı 3 galibiyet, 5 beraberlik ve 7 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27521	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 900 bazın 420 tanesi adenin ise sitozin bazı kaç tanedir?
q27522	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	250 metrelik velodromda 16500 metre yarışan bisikletçi kaç tur tamamlar?
q27524	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 72 dörtlük vuruş hızında 3/4 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?
q27525	Bilim & Doğa	sayısal seçenekler	Atom numarası 11, kütle numarası 22 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27527	Bilim & Doğa	sayısal seçenekler	Atom numarası 10, kütle numarası 22 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27529	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	50 cm genişliğinde ve 80 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27530	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 700 bazın 120 tanesi adenin ise sitozin bazı kaç tanedir?
q27531	Spor	sayısal seçenekler	Bir futbol takımı 1 galibiyet, 3 beraberlik ve 1 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27534	Bilim & Doğa	sayısal seçenekler	Atom numarası 35, kütle numarası 70 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27535	Spor	aritmetik/ölçü kalıbı: toplam puan; sayısal seçenekler	Dartta tek 2 ve çift 3 bölgelerine isabet eden iki okun toplam puanı kaçtır?
q27537	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 2/4 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?
q27540	Coğrafya	işlem işareti	Kamerun ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27541	Bilim & Doğa	sayısal seçenekler	Atom numarası 80 olan 3- yüklü iyon kaç elektrona sahiptir?
q27542	Bilim & Doğa	sayısal seçenekler	Atom numarası 63 olan 3- yüklü iyon kaç elektrona sahiptir?
q27544	Coğrafya	işlem işareti	Avustralya ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27545	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler	Hızı 3000 m/s ve frekansı 15 Hz olan dalganın dalga boyu kaç metredir?
q27546	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 3 dizeden oluşan 5 adet haiku toplam kaç dize içerir?
q27547	Spor	sayısal seçenekler	Bir futbol takımı 0 galibiyet, 0 beraberlik ve 6 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27550	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 160 dörtlük vuruş hızında 4/4 ölçülü 12 ölçülük bölüm yaklaşık kaç saniye sürer?
q27551	Spor	sayısal seçenekler	Bir futbol takımı 2 galibiyet, 3 beraberlik ve 3 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27552	Bilim & Doğa	sayısal seçenekler	230 volt gerilim altında 1 amper çeken bir aygıtın elektrik gücü kaç wattır?
q27554	Spor	aritmetik/ölçü kalıbı: kac tam; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Standart 400 metrelik atletizm pistinde 9200 metre koşmak için kaç tam tur gerekir?
q27556	Bilim & Doğa	sayısal seçenekler	Direnci 3 ohm olan bir iletkenden 1 amper akım geçerse uçlarındaki gerilim kaç volttur?
q27558	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 160 dörtlük vuruş hızında 5/4 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?
q27559	Spor	sayısal seçenekler	Bir futbol takımı 1 galibiyet, 1 beraberlik ve 3 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27562	Bilim & Doğa	sayısal seçenekler	Direnci 75 ohm olan bir iletkenden 6 amper akım geçerse uçlarındaki gerilim kaç volttur?
q27563	Spor	aritmetik/ölçü kalıbı: kac tam; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Standart 400 metrelik atletizm pistinde 15200 metre koşmak için kaç tam tur gerekir?
q27564	Bilim & Doğa	sayısal seçenekler	180 volt gerilim 30 ohmluk dirence uygulanırsa akım kaç amper olur?
q27567	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 600 bazın 240 tanesi adenin ise sitozin bazı kaç tanedir?
q27568	Coğrafya	işlem işareti	Ukrayna ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27569	Spor	sayısal seçenekler	Bir futbol takımının attığı gol 40, yediği gol 35 ise gol averajı kaçtır?
q27570	Bilim & Doğa	sayısal seçenekler	Atom numarası 25 olan 2- yüklü iyon kaç elektrona sahiptir?
q27571	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	50 metrelik uzun kulvar havuzunda 6200 metre yüzmek kaç havuz boyuna karşılık gelir?
q27573	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 160 dörtlük vuruş hızında 5/4 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?
q27575	Coğrafya	işlem işareti	ISO 3166-1 standardında Hırvatistan için kullanılan iki harfli ülke kodu hangisidir?
q27577	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 180 dörtlük vuruş hızında 3/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?
q27581	Bilim & Doğa	sayısal seçenekler	96 volt gerilim 12 ohmluk dirence uygulanırsa akım kaç amper olur?
q27583	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 12/8 ölçülü 2 ölçülük bölüm yaklaşık kaç saniye sürer?
q27584	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 14 dizeden oluşan 7 adet sone toplam kaç dize içerir?
q27585	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	20 cm genişliğinde ve 60 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27588	Bilim & Doğa	sayısal seçenekler	Atom numarası 83, kütle numarası 174 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27589	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 4 dizeden oluşan 8 adet rubai toplam kaç dize içerir?
q27590	Spor	sayısal seçenekler	Bir futbol takımı 3 galibiyet, 4 beraberlik ve 0 yenilgi alırsa üç puanlı sistemde kaç puan toplar?
q27591	Coğrafya	işlem işareti; sayısal seçenekler	ISO 3166-1 sayısal kodlamasında İrlanda hangi kodla gösterilir?
q27593	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 39 dizeden oluşan 3 adet sestina toplam kaç dize içerir?
q27595	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 5 dizeden oluşan 30 adet limerick toplam kaç dize içerir?
q27596	Bilim & Doğa	sayısal seçenekler	Atom numarası 73, kütle numarası 146 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27597	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	40 cm genişliğinde ve 75 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27598	Bilim & Doğa	sayısal seçenekler	Atom numarası 24 olan 3- yüklü iyon kaç elektrona sahiptir?
q27599	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 132 dörtlük vuruş hızında 3/4 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?
q27601	Spor	sayısal seçenekler	Bir futbol takımının attığı gol 55, yediği gol 45 ise gol averajı kaçtır?
q27603	Bilim & Doğa	sayısal seçenekler	Atom numarası 76, kütle numarası 152 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27604	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 800 bazın 250 tanesi adenin ise sitozin bazı kaç tanedir?
q27605	Coğrafya	işlem işareti	Hollanda ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27607	Coğrafya	işlem işareti	Eritre ülkesinin ISO 3166-1 üç harfli kodu nedir?
q27608	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 5 dizeden oluşan 28 adet limerick toplam kaç dize içerir?
q27610	Bilim & Doğa	aritmetik/ölçü kalıbı: kac tane; sayısal seçenekler	Çift sarmallı bir DNA parçasında toplam 700 bazın 10 tanesi adenin ise sitozin bazı kaç tanedir?
q27614	Bilim & Doğa	sayısal seçenekler	Atom numarası 13, kütle numarası 38 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27617	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 19 dizeden oluşan 9 adet villanelle toplam kaç dize içerir?
q27618	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	60 cm genişliğinde ve 30 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27623	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 90 dörtlük vuruş hızında 12/8 ölçülü 14 ölçülük bölüm yaklaşık kaç saniye sürer?
q27624	Eğlence	sayısal seçenekler	24 tam nota süresi eşit olarak 16'lik nota değerlerine bölünürse kaç nota elde edilir?
q27627	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	250 metrelik velodromda 25750 metre yarışan bisikletçi kaç tur tamamlar?
q27629	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir basketbol takımı 5 iki sayılık, 5 üç sayılık ve 11 serbest atış isabeti bulursa toplam kaç sayı üretir?
q27630	Bilim & Doğa	sayısal seçenekler	Atom numarası 59, kütle numarası 130 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27631	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 12/8 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?
q27633	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	250 metrelik velodromda 2500 metre yarışan bisikletçi kaç tur tamamlar?
q27635	Bilim & Doğa	sayısal seçenekler	Atom numarası 32 olan 1- yüklü iyon kaç elektrona sahiptir?
q27638	Coğrafya	işlem işareti; sayısal seçenekler	ISO 3166-1 sayısal kodlamasında Bulgaristan hangi kodla gösterilir?
q27640	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 120 dörtlük vuruş hızında 6/8 ölçülü 10 ölçülük bölüm yaklaşık kaç saniye sürer?
q27641	Coğrafya	işlem işareti; sayısal seçenekler	ISO 3166-1 sayısal kodlamasında Belize hangi kodla gösterilir?
q27643	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 160 dörtlük vuruş hızında 5/4 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?
q27644	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Her biri 5 dizeden oluşan 10 adet tanka toplam kaç dize içerir?
q27645	Spor	aritmetik/ölçü kalıbı: toplam puan; sayısal seçenekler	Dartta tek 1 ve üçlü 4 bölgelerine isabet eden iki okun toplam puanı kaçtır?
q27646	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; sayısal seçenekler; birden fazla sayı ve ölçü birimi	30 cm genişliğinde ve 50 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?
q27657	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Dakikada 60 dörtlük vuruş hızında 6/8 ölçülü 3 ölçülük bölüm yaklaşık kaç saniye sürer?
q27660	Bilim & Doğa	sayısal seçenekler	Atom numarası 68, kütle numarası 138 olan bir izotopun çekirdeğinde kaç nötron bulunur?
q27661	Spor	sayısal seçenekler; birden fazla sayı ve ölçü birimi	50 metrelik uzun kulvar havuzunda 10000 metre yüzmek kaç havuz boyuna karşılık gelir?
q27662	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir basketbol takımı 5 iki sayılık, 1 üç sayılık ve 13 serbest atış isabeti bulursa toplam kaç sayı üretir?
